title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Sushi Go Party!;https://boardgamegeek.com/boardgame/192291/sushi-go-party;2016;6.340149595155781;45;52.888888888888886;32;0;82;not applicable
Betrayal at House on the Hill;https://boardgamegeek.com/boardgame/10547/betrayal-house-hill;2004;6.2986829696882385;50;69.6;15;0;not applicable;6
The Resistance: Avalon;https://boardgamegeek.com/boardgame/128882/resistance-avalon;2012;6.1937996209924195;45;58.68888888888889;31;0;not applicable;44
BANG! The Dice Game;https://boardgamegeek.com/boardgame/143741/bang-dice-game;2013;6.0594128710626;46;64.6304347826087;18;0;not applicable;28
Sheriff of Nottingham;https://boardgamegeek.com/boardgame/157969/sheriff-nottingham;2014;5.983117305049992;39;53.64102564102564;9;1;not applicable;25
Mage Knight Board Game;https://boardgamegeek.com/boardgame/96848/mage-knight-board-game;2011;5.953040052600069;39;52.69230769230769;13;0;not applicable;55
Thunderstone;https://boardgamegeek.com/boardgame/53953/thunderstone;2009;5.947867130944695;31;35.516129032258064;10;1;not applicable;92
Ra;https://boardgamegeek.com/boardgame/12/ra;1999;5.8419244671514745;41;56.048780487804876;27;0;not applicable;81
Sentinels of the Multiverse;https://boardgamegeek.com/boardgame/102652/sentinels-multiverse;2011;5.83604409685642;38;49.28947368421053;17;0;not applicable;49
Imperial Settlers;https://boardgamegeek.com/boardgame/154203/imperial-settlers;2014;5.807550643799809;36;45.94444444444444;13;0;not applicable;33
Village;https://boardgamegeek.com/boardgame/104006/village;2011;5.755387370591919;39;60.15384615384615;8;2;not applicable;55
Troyes;https://boardgamegeek.com/boardgame/73439/troyes;2010;5.6977868227747175;38;57.68421052631579;9;2;87;not applicable
Keyflower;https://boardgamegeek.com/boardgame/122515/keyflower;2012;5.549154610491772;45;67.84444444444445;43;0;not applicable;43
Survive: Escape from Atlantis!;https://boardgamegeek.com/boardgame/2653/survive-escape-atlantis;1982;5.546633253731565;44;68.5909090909091;27;0;not applicable;52
Zombie Dice;https://boardgamegeek.com/boardgame/62871/zombie-dice;2010;5.53416010468505;48;77.625;36;0;not applicable;59
Memoir '44;https://boardgamegeek.com/boardgame/10630/memoir-44;2004;5.500579586824231;42;62.19047619047619;34;0;not applicable;70
Saint Petersburg;https://boardgamegeek.com/boardgame/9217/saint-petersburg;2004;5.500538052890515;41;59.09756097560975;34;0;not applicable;80
One Night Ultimate Werewolf;https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf;2014;5.465126044379436;37;52.432432432432435;20;0;not applicable;28
Spirit Island;https://boardgamegeek.com/boardgame/162886/spirit-island;2017;5.36196380124688;29;31.448275862068964;21;0;31;not applicable
Caylus;https://boardgamegeek.com/boardgame/18602/caylus;2005;5.325313065724101;40;59.875;29;0;not applicable;83
Escape: The Curse of the Temple;https://boardgamegeek.com/boardgame/113294/escape-curse-temple;2012;5.170131697519499;30;48.53333333333333;7;3;not applicable;61
Thurn and Taxis;https://boardgamegeek.com/boardgame/21790/thurn-and-taxis;2006;5.089933587808557;39;62.69230769230769;34;0;not applicable;81
Can't Stop;https://boardgamegeek.com/boardgame/41/cant-stop;1980;5.034092016412733;41;71.0;21;0;21;not applicable
Qwixx;https://boardgamegeek.com/boardgame/131260/qwixx;2012;4.942816643670506;45;85.66666666666667;34;0;86;not applicable
Root;https://boardgamegeek.com/boardgame/237182/root;2018;4.720122581372441;21;26.142857142857142;6;1;62;not applicable
Forbidden Desert;https://boardgamegeek.com/boardgame/136063/forbidden-desert;2013;4.583774665431598;35;62.885714285714286;29;0;not applicable;43
Descent: Journeys in the Dark (Second Edition);https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition;2012;4.58166256705567;32;56.71875;11;0;not applicable;43
Port Royal;https://boardgamegeek.com/boardgame/156009/port-royal;2014;4.564407111266898;40;78.45;54;0;not applicable;9
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set;https://boardgamegeek.com/boardgame/133038/pathfinder-adventure-card-game-rise-runelords-base;2013;4.561400696539044;23;44.17391304347826;5;3;not applicable;58
Star Wars: Imperial Assault;https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault;2014;4.518287518568296;30;50.166666666666664;22;0;not applicable;26
Just One;https://boardgamegeek.com/boardgame/254640/just-one;2018;4.500240246584833;17;23.705882352941178;4;5;46;not applicable
Biblios;https://boardgamegeek.com/boardgame/34219/biblios;2007;4.4976074309280225;40;81.15;45;0;not applicable;33
A Feast for Odin;https://boardgamegeek.com/boardgame/177736/feast-odin;2016;4.482407204514551;35;70.8;11;0;not applicable;2
RoboRally;https://boardgamegeek.com/boardgame/18/roborally;1994;4.3637517892675755;38;77.36842105263158;54;0;not applicable;80
Hansa Teutonica;https://boardgamegeek.com/boardgame/43015/hansa-teutonica;2009;4.334060030397862;29;52.86206896551724;23;0;not applicable;91
Ascension: Deckbuilding Game;https://boardgamegeek.com/boardgame/69789/ascension-deckbuilding-game;2010;4.285996728021399;28;50.607142857142854;13;0;not applicable;86
Dice Forge;https://boardgamegeek.com/boardgame/194594/dice-forge;2017;4.256467099389273;28;52.714285714285715;13;0;51;not applicable
Gaia Project;https://boardgamegeek.com/boardgame/220308/gaia-project;2017;4.173581373813298;30;57.833333333333336;23;0;100;not applicable
Architects of the West Kingdom;https://boardgamegeek.com/boardgame/236457/architects-west-kingdom;2018;4.171912927857044;18;24.88888888888889;5;3;42;not applicable
Red7;https://boardgamegeek.com/boardgame/161417/red7;2014;4.159802757811979;32;65.53125;27;0;84;not applicable
Potion Explosion;https://boardgamegeek.com/boardgame/180974/potion-explosion;2015;4.159576012003961;32;64.65625;32;0;not applicable;12
Saboteur;https://boardgamegeek.com/boardgame/9220/saboteur;2004;4.102111368879702;37;82.43243243243244;57;0;not applicable;72
Bärenpark;https://boardgamegeek.com/boardgame/219513/barenpark;2017;4.089232944153823;31;62.58064516129032;21;0;93;not applicable
Dominant Species;https://boardgamegeek.com/boardgame/62219/dominant-species;2010;4.051900098181028;28;57.035714285714285;17;0;not applicable;82
Magic Maze;https://boardgamegeek.com/boardgame/209778/magic-maze;2017;4.049000236117985;24;44.833333333333336;11;0;not applicable;10
Spyfall;https://boardgamegeek.com/boardgame/166384/spyfall;2014;4.01398097692217;22;40.40909090909091;7;2;not applicable;38
Brass: Lancashire;https://boardgamegeek.com/boardgame/28720/brass-lancashire;2007;3.994826276463538;30;66.43333333333334;9;1;not applicable;17
Raiders of the North Sea;https://boardgamegeek.com/boardgame/170042/raiders-north-sea;2015;3.8791414992310185;28;55.107142857142854;28;0;56;not applicable
Cards Against Humanity;https://boardgamegeek.com/boardgame/50381/cards-against-humanity;2009;3.764549001352923;31;71.70967741935483;31;0;not applicable;52
T.I.M.E Stories;https://boardgamegeek.com/boardgame/146508/time-stories;2015;3.7561563085798992;27;58.81481481481482;25;0;not applicable;27
Pandemic Legacy: Season 2;https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2;2017;3.751507132278653;20;45.0;8;4;not applicable;10
Flamme Rouge;https://boardgamegeek.com/boardgame/199478/flamme-rouge;2016;3.7092090152105057;30;67.16666666666667;43;0;not applicable;2
Las Vegas;https://boardgamegeek.com/boardgame/117959/las-vegas;2012;3.622123618605144;32;80.84375;35;0;not applicable;16
Battle Line;https://boardgamegeek.com/boardgame/760/battle-line;2000;3.578976647292348;32;81.0;56;0;not applicable;81
Charterstone;https://boardgamegeek.com/boardgame/197376/charterstone;2017;3.5454020406928763;16;33.1875;6;3;not applicable;13
Dominion: Seaside;https://boardgamegeek.com/boardgameexpansion/51811/dominion-seaside;2009;3.5294951953499405;22;49.5;14;0;not applicable;102
Tigris & Euphrates;https://boardgamegeek.com/boardgame/42/tigris-euphrates;1997;3.515357635024348;31;79.48387096774194;54;0;not applicable;92
Brass: Birmingham;https://boardgamegeek.com/boardgame/224517/brass-birmingham;2018;3.4753710363298076;21;42.38095238095238;18;0;47;not applicable
Dungeon Lords;https://boardgamegeek.com/boardgame/45315/dungeon-lords;2009;3.4650320030409216;19;48.578947368421055;6;2;not applicable;102
Codenames: Duet;https://boardgamegeek.com/boardgame/224037/codenames-duet;2017;3.4633182036303496;25;61.24;24;0;72;not applicable
Ingenious;https://boardgamegeek.com/boardgame/9674/ingenious;2004;3.4563309769842783;27;65.25925925925925;33;0;not applicable;92
Clans of Caledonia;https://boardgamegeek.com/boardgame/216132/clans-caledonia;2017;3.4405737591805163;22;60.18181818181818;3;1;41;not applicable
Space Base;https://boardgamegeek.com/boardgame/242302/space-base;2018;3.3457802348801255;23;52.78260869565217;26;0;75;not applicable
Russian Railroads;https://boardgamegeek.com/boardgame/144733/russian-railroads;2013;3.3360342639950367;22;55.72727272727273;15;0;83;not applicable
Agricola: All Creatures Big and Small;https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small;2012;3.3350945249560313;28;72.96428571428571;34;0;not applicable;59
Endeavor;https://boardgamegeek.com/boardgame/33160/endeavor;2009;3.3349485268233194;20;48.65;11;0;not applicable;103
Perudo;https://boardgamegeek.com/boardgame/45/perudo;1800;3.3291187136609572;30;83.1;53;0;not applicable;76
Everdell;https://boardgamegeek.com/boardgame/199792/everdell;2018;3.3224302098320484;15;31.133333333333333;7;2;13;not applicable
Glen More;https://boardgamegeek.com/boardgame/66362/glen-more;2010;3.2408241944616476;25;67.56;25;0;not applicable;90
Teotihuacan: City of Gods;https://boardgamegeek.com/boardgame/229853/teotihuacan-city-gods;2018;3.2038921868193064;19;46.05263157894737;15;0;81;not applicable
Trajan;https://boardgamegeek.com/boardgame/102680/trajan;2011;3.1822598704235068;25;65.56;34;0;not applicable;69
Zombicide;https://boardgamegeek.com/boardgame/113924/zombicide;2012;3.1809603003493336;25;65.96;33;0;not applicable;68
Eminent Domain;https://boardgamegeek.com/boardgame/68425/eminent-domain;2011;3.170058222658258;19;55.94736842105263;6;2;not applicable;73
Roll Player;https://boardgamegeek.com/boardgame/169426/roll-player;2016;3.0765941235872027;24;68.25;20;0;74;not applicable
Ghost Stories;https://boardgamegeek.com/boardgame/37046/ghost-stories;2008;2.975544433696152;26;78.11538461538461;48;0;not applicable;78
Fresco;https://boardgamegeek.com/boardgame/66188/fresco;2010;2.9751457868232998;20;54.55;16;0;not applicable;100
Codenames: Pictures;https://boardgamegeek.com/boardgame/198773/codenames-pictures;2016;2.9677188638587917;18;51.05555555555556;10;1;not applicable;16
Rise of Augustus;https://boardgamegeek.com/boardgame/137297/rise-augustus;2013;2.9615676636954213;22;60.0;26;0;not applicable;62
Bruges;https://boardgamegeek.com/boardgame/136888/bruges;2013;2.9361483586940196;21;59.95238095238095;16;0;not applicable;60
Dominion: Prosperity;https://boardgamegeek.com/boardgameexpansion/66690/dominion-prosperity;2010;2.9243542779123985;20;58.95;15;0;not applicable;93
Sid Meier's Civilization: The Board Game;https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game;2010;2.914652821033621;18;48.111111111111114;9;1;not applicable;96
Decrypto;https://boardgamegeek.com/boardgame/225694/decrypto;2018;2.9053101613740786;22;60.95454545454545;29;0;not applicable;2
A Game of Thrones: The Board Game (Second Edition);https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition;2011;2.888475504910454;25;76.88;53;0;not applicable;70
Tiny Epic Galaxies;https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies;2015;2.875373974506748;20;60.4;9;1;not applicable;26
London;https://boardgamegeek.com/boardgame/65781/london;2010;2.8651945288337783;15;42.53333333333333;5;1;not applicable;98
The Grizzled;https://boardgamegeek.com/boardgame/171668/grizzled;2015;2.787750658811246;20;54.9;31;0;not applicable;35
BANG!;https://boardgamegeek.com/boardgame/3955/bang;2002;2.7674605094006766;25;83.08;57;0;not applicable;92
Chaos in the Old World;https://boardgamegeek.com/boardgame/43111/chaos-old-world;2009;2.7172467474127777;22;70.4090909090909;32;0;not applicable;96
Tiny Towns;https://boardgamegeek.com/boardgame/265736/tiny-towns;2019;2.715259798356824;12;26.083333333333332;6;2;59;not applicable
7 Wonders: Leaders;https://boardgamegeek.com/boardgameexpansion/92539/7-wonders-leaders;2011;2.7117098173509793;18;56.833333333333336;7;1;not applicable;87
Deception: Murder in Hong Kong;https://boardgamegeek.com/boardgame/156129/deception-murder-hong-kong;2014;2.68709432066469;23;75.08695652173913;50;0;not applicable;16
Zooloretto;https://boardgamegeek.com/boardgame/27588/zooloretto;2007;2.66946560653683;24;82.5;56;0;not applicable;90
Secret Hitler;https://boardgamegeek.com/boardgame/188834/secret-hitler;2016;2.667721705483798;22;72.0909090909091;26;0;not applicable;4
Photosynthesis;https://boardgamegeek.com/boardgame/218603/photosynthesis;2017;2.6594322875653584;17;52.8235294117647;17;0;not applicable;15
KeyForge: Call of the Archons;https://boardgamegeek.com/boardgame/257501/keyforge-call-archons;2018;2.63404286220733;10;34.3;3;3;not applicable;8
Tapestry;https://boardgamegeek.com/boardgame/286096/tapestry;2019;2.607168407373062;8;19.875;3;3;52;not applicable
Crokinole;https://boardgamegeek.com/boardgame/521/crokinole;1876;2.6013297431524114;24;86.58333333333333;54;0;not applicable;76
Qwirkle;https://boardgamegeek.com/boardgame/25669/qwirkle;2006;2.5659902762199045;22;76.31818181818181;38;0;not applicable;52
