title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Food Chain Magnate;https://boardgamegeek.com/boardgame/175914/food-chain-magnate;2015;0.7215610706964398;6;71.33333333333333;55;0;not applicable;79
Lorenzo il Magnifico;https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico;2016;0.7183454138691496;6;72.5;52;0;not applicable;66
Heaven & Ale;https://boardgamegeek.com/boardgame/227789/heaven-and-ale;2017;0.7110054034086495;6;75.16666666666667;46;0;not applicable;58
Cubitos;https://boardgamegeek.com/boardgame/298069/cubitos;2021;0.6918139312066929;6;78.33333333333333;47;0;not applicable;20
Century: Golem Edition;https://boardgamegeek.com/boardgame/232832/century-golem-edition;2017;0.6897105090086889;6;77.33333333333333;62;0;not applicable;10
Ticket to Ride: New York;https://boardgamegeek.com/boardgame/253284/ticket-ride-new-york;2018;0.6887891136741483;6;79.33333333333333;46;0;not applicable;52
Tainted Grail: The Fall of Avalon;https://boardgamegeek.com/boardgame/264220/tainted-grail-the-fall-of-avalon;2019;0.6883761390285403;6;76.83333333333333;60;0;not applicable;26
SeaFall;https://boardgamegeek.com/boardgame/148261/seafall;2016;0.6863479264591343;6;77.83333333333333;59;0;not applicable;73
Fort;https://boardgamegeek.com/boardgame/296912/fort;2020;0.6825527333175853;5;59.2;33;0;not applicable;28
AquaSphere;https://boardgamegeek.com/boardgame/159508/aquasphere;2014;0.6607081913602582;5;58.8;49;0;not applicable;96
Near and Far;https://boardgamegeek.com/boardgame/195421/near-and-far;2017;0.6567405673312205;5;66.2;36;0;not applicable;57
The Pillars of the Earth;https://boardgamegeek.com/boardgame/24480/pillars-earth;2006;0.6484478830299308;6;86.0;76;0;not applicable;151
Tiny Epic Kingdoms;https://boardgamegeek.com/boardgame/148951/tiny-epic-kingdoms;2014;0.6478963986398715;4;45.5;17;0;not applicable;99
Panic Station;https://boardgamegeek.com/boardgame/69552/panic-station;2011;0.6460206740459468;4;50.5;16;0;not applicable;135
Carpe Diem;https://boardgamegeek.com/boardgame/245934/carpe-diem;2018;0.6432647602990696;6;87.83333333333333;73;0;not applicable;47
Newton;https://boardgamegeek.com/boardgame/244711/newton;2018;0.6419397811138698;6;89.16666666666667;61;0;not applicable;48
The Castles of Burgundy;https://boardgamegeek.com/boardgame/271320/the-castles-of-burgundy;2019;0.6407341199950654;6;88.0;76;0;not applicable;8
Dragon Castle;https://boardgamegeek.com/boardgame/232219/dragon-castle;2017;0.6360761127467436;5;68.2;36;0;not applicable;55
Descent: Journeys in the Dark;https://boardgamegeek.com/boardgame/17226/descent-journeys-in-the-dark;2005;0.6357147096337302;6;89.33333333333333;83;0;not applicable;152
Mr. Jack;https://boardgamegeek.com/boardgame/21763/mr-jack;2006;0.6347596258947692;6;90.0;75;0;not applicable;149
FUSE;https://boardgamegeek.com/boardgame/171273/fuse;2015;0.6326427242333368;6;90.33333333333333;80;0;not applicable;70
XCOM: The Board Game;https://boardgamegeek.com/boardgame/163602/xcom-board-game;2015;0.6310868255894376;4;58.75;13;0;not applicable;94
Viceroy;https://boardgamegeek.com/boardgame/157526/viceroy;2014;0.6263272521783069;4;49.75;26;0;not applicable;90
The Manhattan Project;https://boardgamegeek.com/boardgame/63628/the-manhattan-project;2012;0.6259006040229742;5;69.2;38;0;not applicable;117
Libertalia: Winds of Galecrest;https://boardgamegeek.com/boardgame/356033/libertalia-winds-of-galecrest;2022;0.6223667061883422;5;67.4;46;0;not applicable;9
Villagers;https://boardgamegeek.com/boardgame/241724/villagers;2019;0.6133341832352667;4;51.0;23;0;not applicable;43
Diamonds;https://boardgamegeek.com/boardgame/152162/diamonds;2014;0.6018887360659178;5;70.8;55;0;not applicable;98
Wavelength;https://boardgamegeek.com/boardgame/262543/wavelength;2019;0.5998752682790458;5;72.8;51;0;not applicable;4
On Mars;https://boardgamegeek.com/boardgame/184267/on-mars;2020;0.5962547701688884;3;32.666666666666664;16;0;not applicable;37
Cottage Garden;https://boardgamegeek.com/boardgame/204027/cottage-garden;2016;0.5827046672330307;5;80.6;39;0;not applicable;66
Woodcraft;https://boardgamegeek.com/boardgame/355093/woodcraft;2022;0.5746469772799114;5;78.2;58;0;not applicable;2
Runewars;https://boardgamegeek.com/boardgame/59294/runewars;2010;0.5722082972342228;4;50.75;34;0;not applicable;155
Tiny Epic Quest;https://boardgamegeek.com/boardgame/201921/tiny-epic-quest;2017;0.5664848243190838;3;36.0;16;0;not applicable;66
Summoner Wars: Master Set;https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set;2011;0.5646112503071732;5;79.4;63;0;not applicable;128
Cat in the Box: Deluxe Edition;https://boardgamegeek.com/boardgame/345972/cat-box-deluxe-edition;2022;0.5613498949110636;5;80.6;68;0;89;not applicable
Ticket to Ride Map Collection 1: Asia + Legendary Asia;https://boardgamegeek.com/boardgameexpansion/106637/ticket-ride-map-collection-1-asia-legendary-asia;2011;0.5583630663875779;4;58.25;34;0;not applicable;133
Ankh: Gods of Egypt;https://boardgamegeek.com/boardgame/285967/ankh-gods-egypt;2021;0.5564908157012104;4;57.25;30;0;not applicable;17
Escape Plan;https://boardgamegeek.com/boardgame/142379/escape-plan;2019;0.5503499266239491;4;61.75;31;0;not applicable;45
Sprawlopolis;https://boardgamegeek.com/boardgame/251658/sprawlopolis;2018;0.5459370009931395;5;85.0;68;0;not applicable;20
Lancaster;https://boardgamegeek.com/boardgame/96913/lancaster;2011;0.5393876005505035;5;86.4;73;0;not applicable;137
Letters from Whitechapel;https://boardgamegeek.com/boardgame/59959/letters-whitechapel;2011;0.5350843406571542;4;60.75;38;0;not applicable;141
Kemet;https://boardgamegeek.com/boardgame/127023/kemet;2012;0.533442988345768;5;88.8;70;0;not applicable;105
Western Legends;https://boardgamegeek.com/boardgame/232405/western-legends;2018;0.5296325076581976;4;62.25;33;0;not applicable;51
Kanagawa;https://boardgamegeek.com/boardgame/200147/kanagawa;2016;0.5258371109704697;5;91.2;74;0;not applicable;73
Wabash Cannonball;https://boardgamegeek.com/boardgame/31730/wabash-cannonball;2007;0.5243499315289512;5;91.0;88;0;not applicable;154
TransAmerica;https://boardgamegeek.com/boardgame/2842/transamerica;2001;0.5179366413920503;5;93.4;85;0;not applicable;153
Among the Stars;https://boardgamegeek.com/boardgame/110277/among-stars;2012;0.5172744135240743;4;64.0;45;0;not applicable;98
Discoveries: The Journals of Lewis & Clark;https://boardgamegeek.com/boardgame/171669/discoveries-journals-lewis-clark;2015;0.5080908038073022;4;65.75;46;0;not applicable;89
Defenders of the Realm;https://boardgamegeek.com/boardgame/65532/defenders-realm;2010;0.5045340975868279;4;67.75;47;0;not applicable;146
Rialto;https://boardgamegeek.com/boardgame/119591/rialto;2013;0.5021737738967422;4;65.0;50;0;not applicable;115
Azul: Queen's Garden;https://boardgamegeek.com/boardgame/346965/azul-queens-garden;2021;0.49675906079388144;4;67.5;44;0;not applicable;9
Santa Maria;https://boardgamegeek.com/boardgame/229220/santa-maria;2017;0.49595416689611027;4;67.5;53;0;not applicable;58
Tiletum;https://boardgamegeek.com/boardgame/351913/tiletum;2022;0.49059691541370903;4;67.5;57;0;not applicable;2
Hadara;https://boardgamegeek.com/boardgame/269144/hadara;2019;0.487740824152916;4;68.75;53;0;not applicable;39
Myrmes;https://boardgamegeek.com/boardgame/126792/myrmes;2012;0.4802278157858093;4;71.75;60;0;not applicable;121
Zombicide: Black Plague;https://boardgamegeek.com/boardgame/176189/zombicide-black-plague;2015;0.4774438523975422;4;75.75;44;0;not applicable;70
7 Wonders: Cities;https://boardgamegeek.com/boardgameexpansion/111661/7-wonders-cities;2012;0.47502051310102555;4;78.5;38;0;not applicable;123
Urban Sprawl;https://boardgamegeek.com/boardgame/62220/urban-sprawl;2011;0.47104601441408545;3;57.333333333333336;18;0;not applicable;135
Wayfarers of the South Tigris;https://boardgamegeek.com/boardgame/350316/wayfarers-of-the-south-tigris;2022;0.46785229341872125;4;73.5;65;0;not applicable;1
Pax Pamir: Second Edition;https://boardgamegeek.com/boardgame/256960/pax-pamir-second-edition;2019;0.46347135123091965;4;77.5;60;0;not applicable;28
Harbour;https://boardgamegeek.com/boardgame/155969/harbour;2015;0.4597434868362731;3;47.333333333333336;30;0;not applicable;96
Mindbug: First Contact;https://boardgamegeek.com/boardgame/345584/mindbug-first-contact;2022;0.4597023918617522;4;76.0;71;0;72;not applicable
Race for the Galaxy: The Brink of War;https://boardgamegeek.com/boardgameexpansion/66121/race-galaxy-brink-war;2010;0.45885412284804084;4;78.0;57;0;not applicable;152
Planet Unknown;https://boardgamegeek.com/boardgame/258779/planet-unknown;2022;0.45876581880312;4;77.5;64;0;not applicable;5
Tekhenu: Obelisk of the Sun;https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-sun;2020;0.45833755626894657;3;54.666666666666664;26;0;not applicable;29
Cthulhu: Death May Die;https://boardgamegeek.com/boardgame/253344/cthulhu-death-may-die;2019;0.458068264167124;4;78.5;57;0;not applicable;5
Frosthaven;https://boardgamegeek.com/boardgame/295770/frosthaven;2022;0.4571895474284981;3;44.0;38;0;38;not applicable
Mint Works;https://boardgamegeek.com/boardgame/200077/mint-works;2017;0.4553035883348361;3;45.0;34;0;not applicable;56
The Bloody Inn;https://boardgamegeek.com/boardgame/180593/bloody-inn;2015;0.45368538336703723;4;79.5;62;0;not applicable;87
Clank!: Catacombs;https://boardgamegeek.com/boardgame/365717/clank-catacombs;2022;0.4515398758552381;4;79.25;66;0;81;not applicable
Betrayal Legacy;https://boardgamegeek.com/boardgame/240196/betrayal-legacy;2018;0.450310010893891;4;80.25;66;0;not applicable;48
The Speicherstadt;https://boardgamegeek.com/boardgame/66505/speicherstadt;2010;0.44759683228291475;4;80.75;70;0;not applicable;132
Telestrations;https://boardgamegeek.com/boardgame/46213/telestrations;2009;0.4461636965785722;4;81.5;68;0;not applicable;88
Dixit: Odyssey;https://boardgamegeek.com/boardgame/92828/dixit-odyssey;2011;0.44551215931943217;4;82.25;65;0;not applicable;124
Fireball Island: The Curse of Vul-Kar;https://boardgamegeek.com/boardgame/233020/fireball-island-curse-vul-kar;2018;0.4454803245290805;3;50.0;30;0;not applicable;51
Rune Age;https://boardgamegeek.com/boardgame/94362/rune-age;2011;0.445142711170808;3;53.333333333333336;31;0;not applicable;138
New York Zoo;https://boardgamegeek.com/boardgame/300877/new-york-zoo;2020;0.4436664807058637;4;83.0;67;0;not applicable;22
Munchkin;https://boardgamegeek.com/boardgame/1927/munchkin;2001;0.43842853582807095;4;83.75;72;0;not applicable;121
Verdant;https://boardgamegeek.com/boardgame/334065/verdant;2022;0.4323427715211391;3;59.666666666666664;24;0;86;not applicable
Abandon All Artichokes;https://boardgamegeek.com/boardgame/302260/abandon-all-artichokes;2020;0.4319476707276927;4;87.0;75;0;not applicable;15
Star Wars: The Deckbuilding Game;https://boardgamegeek.com/boardgame/374173/star-wars-deckbuilding-game;2023;0.4315178615409466;2;22.5;17;0;28;not applicable
Love Letter: Batman;https://boardgamegeek.com/boardgame/168584/love-letter-batman;2015;0.42884968719011796;4;87.5;79;0;not applicable;93
Tales of the Arabian Nights;https://boardgamegeek.com/boardgame/34119/tales-arabian-nights;2009;0.4255628115538162;4;88.5;83;0;not applicable;155
Reign of Cthulhu;https://boardgamegeek.com/boardgame/192153/reign-cthulhu;2016;0.4253058406988984;3;58.666666666666664;27;0;not applicable;77
Guildhall;https://boardgamegeek.com/boardgame/132372/guildhall;2012;0.4233827393930208;4;89.5;82;0;not applicable;115
Pulsar 2849;https://boardgamegeek.com/boardgame/228341/pulsar-2849;2017;0.42093670090780083;4;90.5;86;0;not applicable;60
Next Station: London;https://boardgamegeek.com/boardgame/353545/next-station-london;2022;0.42057288532430537;4;90.5;87;0;90;not applicable
Ca$h 'n Gun$;https://boardgamegeek.com/boardgame/19237/cah-n-gun;2005;0.41885879945840193;4;91.25;87;0;not applicable;148
Wiz-War (Eighth Edition);https://boardgamegeek.com/boardgame/104710/wiz-war-eighth-edition;2012;0.41410439390731324;3;53.333333333333336;44;0;not applicable;132
In the Year of the Dragon;https://boardgamegeek.com/boardgame/31594/year-dragon;2007;0.4110722250325078;4;94.75;91;0;not applicable;155
Legends of Andor;https://boardgamegeek.com/boardgame/127398/legends-of-andor;2012;0.4099921730225942;4;95.25;91;0;not applicable;114
Hanamikoji;https://boardgamegeek.com/boardgame/158600/hanamikoji;2013;0.4077956401282914;4;96.25;93;0;not applicable;54
DC Deck-Building Game;https://boardgamegeek.com/boardgame/125678/dc-deck-building-game;2012;0.40777005138373207;4;96.25;94;0;not applicable;120
La Isla;https://boardgamegeek.com/boardgame/154246/la-isla;2014;0.4062675648539017;3;58.0;39;0;not applicable;99
Vindication;https://boardgamegeek.com/boardgame/224783/vindication;2018;0.40358210248245785;3;62.666666666666664;32;0;not applicable;42
Champions of Midgard;https://boardgamegeek.com/boardgame/172287/champions-midgard;2015;0.39870408029016813;3;57.666666666666664;47;0;not applicable;66
Belfort;https://boardgamegeek.com/boardgame/50750/belfort;2011;0.39704342430282935;3;62.666666666666664;36;0;not applicable;135
Steampunk Rally;https://boardgamegeek.com/boardgame/162007/steampunk-rally;2015;0.3943395342890571;3;62.666666666666664;39;0;not applicable;89
Campaign Manager 2008;https://boardgamegeek.com/boardgame/46255/campaign-manager-2008;2009;0.39155801730746653;3;60.0;49;0;not applicable;156
Clank! Legacy: Acquisitions Incorporated;https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated;2019;0.3887182234995352;3;59.666666666666664;56;0;not applicable;37
Lisboa;https://boardgamegeek.com/boardgame/161533/lisboa;2017;0.38707236511174536;3;63.666666666666664;46;0;not applicable;66
Fleet;https://boardgamegeek.com/boardgame/121297/fleet;2012;0.3853396197056891;3;66.0;43;0;not applicable;124
Small World Underground;https://boardgamegeek.com/boardgame/97786/small-world-underground;2011;0.3830440417312807;3;64.0;45;0;not applicable;139
Dominion: Cornucopia;https://boardgamegeek.com/boardgameexpansion/90850/dominion-cornucopia;2011;0.37892490464582307;3;66.66666666666667;44;0;not applicable;140
Olympos;https://boardgamegeek.com/boardgame/92319/olympos;2011;0.37663374546791173;3;65.33333333333333;49;0;not applicable;139
Yamataï;https://boardgamegeek.com/boardgame/213893/yamatai;2017;0.3762050750900533;3;66.33333333333333;48;0;not applicable;69
Yomi;https://boardgamegeek.com/boardgame/43022/yomi;2011;0.37240493814610615;3;69.0;46;0;not applicable;144
Creature Comforts;https://boardgamegeek.com/boardgame/304051/creature-comforts;2022;0.36691940689616204;3;67.66666666666667;56;0;not applicable;11
K2;https://boardgamegeek.com/boardgame/73761/k2;2010;0.36436097453041133;3;73.0;45;0;not applicable;137
Ascending Empires;https://boardgamegeek.com/boardgame/37919/ascending-empires;2011;0.36277062667744914;3;68.66666666666667;62;0;not applicable;140
Endeavor: Age of Sail;https://boardgamegeek.com/boardgame/233398/endeavor-age-of-sail;2018;0.3622719148555964;2;33.5;22;0;not applicable;53
Iberia;https://boardgamegeek.com/boardgame/198928/iberia;2016;0.36158632398951224;3;70.66666666666667;59;0;not applicable;74
A Study in Emerald;https://boardgamegeek.com/boardgame/141517/study-emerald;2013;0.3613263626274689;3;72.0;51;0;not applicable;109
Destinies;https://boardgamegeek.com/boardgame/285192/destinies;2021;0.36043600859607844;3;72.33333333333333;50;0;not applicable;21
Automobile;https://boardgamegeek.com/boardgame/39351/automobile;2009;0.35833019023240964;3;72.33333333333333;54;0;not applicable;143
Ex Libris;https://boardgamegeek.com/boardgame/201825/ex-libris;2017;0.3581756233119745;3;76.0;45;0;not applicable;63
Rallyman: GT;https://boardgamegeek.com/boardgame/256589/rallyman-gt;2020;0.35798638083365497;3;70.66666666666667;66;0;not applicable;33
Puzzle Strike;https://boardgamegeek.com/boardgame/67928/puzzle-strike;2010;0.35662087887661476;3;74.0;54;0;not applicable;145
Scoville;https://boardgamegeek.com/boardgame/145659/scoville;2014;0.3521179024917077;3;74.33333333333333;61;0;not applicable;97
Epic Card Game;https://boardgamegeek.com/boardgame/175621/epic-card-game;2015;0.35205533624346347;3;77.33333333333333;49;0;not applicable;89
Merkator;https://boardgamegeek.com/boardgame/39684/merkator;2010;0.3486064518710712;3;77.0;56;0;not applicable;146
Pipeline;https://boardgamegeek.com/boardgame/256730/pipeline;2019;0.3468416624406277;3;77.33333333333333;56;0;not applicable;43
Apples to Apples;https://boardgamegeek.com/boardgame/74/apples-apples;1999;0.34463414345277965;3;79.33333333333333;54;0;not applicable;136
Anno 1800: The Board Game;https://boardgamegeek.com/boardgame/311193/anno-1800-the-board-game;2020;0.3436102820917707;3;77.0;70;0;not applicable;16
Samarkand: Routes to Riches;https://boardgamegeek.com/boardgame/66214/samarkand-routes-riches;2010;0.343029304865873;3;78.66666666666667;63;0;not applicable;154
Core Worlds;https://boardgamegeek.com/boardgame/98351/core-worlds;2011;0.3425510061790296;3;79.0;59;0;not applicable;133
Return to Dark Tower;https://boardgamegeek.com/boardgame/256680/return-to-dark-tower;2022;0.3397436183836295;3;78.66666666666667;67;0;not applicable;11
Honshū;https://boardgamegeek.com/boardgame/207336/honshu;2016;0.3393871043671445;3;80.66666666666667;59;0;not applicable;69
Vinhos;https://boardgamegeek.com/boardgame/42052/vinhos;2010;0.3376481831027298;3;79.0;76;0;not applicable;146
Boonlake;https://boardgamegeek.com/boardgame/343905/boonlake;2021;0.3368773112915861;3;81.0;67;0;not applicable;13
ICECOOL;https://boardgamegeek.com/boardgame/177524/icecool;2016;0.3360674214141811;3;83.0;58;0;not applicable;64
Regicide;https://boardgamegeek.com/boardgame/307002/regicide;2020;0.3345153083224701;3;84.33333333333333;57;0;not applicable;3
Black Angel;https://boardgamegeek.com/boardgame/230244/black-angel;2019;0.33130643285972255;2;41.5;25;0;not applicable;42
Lost Legacy: The Starship;https://boardgamegeek.com/boardgame/158339/lost-legacy-the-starship;2013;0.3311964740326663;3;85.66666666666667;59;0;not applicable;102
Steam Park;https://boardgamegeek.com/boardgame/121410/steam-park;2013;0.32969184915713795;3;84.66666666666667;66;0;not applicable;109
The Manhattan Project: Energy Empire;https://boardgamegeek.com/boardgame/176734/the-manhattan-project-energy-empire;2016;0.32959232158195517;3;83.0;78;0;not applicable;73
Neuroshima Hex! 3.0;https://boardgamegeek.com/boardgame/21241/neuroshima-hex-30;2006;0.32804555553618564;3;84.66666666666667;71;0;not applicable;149
Tiny Epic Zombies;https://boardgamegeek.com/boardgame/244536/tiny-epic-zombies;2018;0.3274225679979066;2;42.0;26;0;not applicable;54
Wonderland's War;https://boardgamegeek.com/boardgame/227935/wonderlands-war;2022;0.32481814166598055;3;85.66666666666667;77;0;not applicable;7
The Castles of Burgundy: The Card Game;https://boardgamegeek.com/boardgame/191977/castles-burgundy-card-game;2016;0.32182029044526467;3;88.33333333333333;71;0;not applicable;80
Blueprints;https://boardgamegeek.com/boardgame/140933/blueprints;2013;0.3198742722489101;3;88.0;85;0;not applicable;109
The Princes of Florence;https://boardgamegeek.com/boardgame/555/the-princes-of-florence;2000;0.3182294888990184;3;89.33333333333333;83;0;not applicable;151
Archipelago;https://boardgamegeek.com/boardgame/105551/archipelago;2012;0.31809640355654745;3;89.33333333333333;80;0;not applicable;119
Haggis;https://boardgamegeek.com/boardgame/37628/haggis;2010;0.3178876112389407;3;89.66666666666667;78;0;not applicable;141
Santiago de Cuba;https://boardgamegeek.com/boardgame/104347/santiago-de-cuba;2011;0.31739536036286975;3;89.66666666666667;81;0;not applicable;133
The Fox in the Forest;https://boardgamegeek.com/boardgame/221965/fox-forest;2017;0.3162969441845087;3;90.0;87;0;not applicable;58
Homesteaders;https://boardgamegeek.com/boardgame/26566/homesteaders;2009;0.3150746442344894;3;91.33333333333333;79;0;not applicable;156
Age of Industry;https://boardgamegeek.com/boardgame/65901/age-industry;2010;0.31479478305063247;2;44.5;29;0;not applicable;153
Formula D;https://boardgamegeek.com/boardgame/37904/formula-d;2008;0.3136245967453377;3;91.66666666666667;86;0;not applicable;115
Clash of Cultures;https://boardgamegeek.com/boardgame/40765/clash-cultures;2012;0.3119505620559888;3;93.0;82;0;not applicable;121
Oh My Goods!;https://boardgamegeek.com/boardgame/183840/oh-my-goods;2015;0.3110630641178435;3;93.33333333333333;85;0;not applicable;59
World Without End;https://boardgamegeek.com/boardgame/43528/world-without-end;2009;0.30902743467115557;3;94.33333333333333;91;0;not applicable;151
Ra: The Dice Game;https://boardgamegeek.com/boardgame/35503/ra-the-dice-game;2009;0.307959126307529;3;95.0;90;0;not applicable;157
Celestia;https://boardgamegeek.com/boardgame/175117/celestia;2015;0.3079031131803379;3;95.0;92;0;not applicable;77
Dominant Species: The Card Game;https://boardgamegeek.com/boardgame/96260/dominant-species-card-game;2012;0.2964985851425088;2;49.0;34;0;not applicable;128
DungeonQuest (Third Edition);https://boardgamegeek.com/boardgame/71061/dungeonquest-third-edition;2010;0.2928330054412345;2;54.5;31;0;not applicable;150
Cry Havoc;https://boardgamegeek.com/boardgame/192457/cry-havoc;2016;0.28942031586814154;2;49.0;40;0;not applicable;77
Twilight Inscription;https://boardgamegeek.com/boardgame/361545/twilight-inscription;2022;0.28705251975243584;2;52.5;36;0;not applicable;5
Distilled;https://boardgamegeek.com/boardgame/295895/distilled;2023;0.2811737618886061;2;52.5;41;0;41;not applicable
Star Wars: Destiny;https://boardgamegeek.com/boardgame/205359/star-wars-destiny;2016;0.27052080111089005;2;55.0;50;0;not applicable;75
Lords of Waterdeep: Scoundrels of Skullport;https://boardgamegeek.com/boardgameexpansion/134342/lords-waterdeep-scoundrels-skullport;2013;0.26991728188340847;2;60.0;40;0;not applicable;114
The Godfather: Corleone's Empire;https://boardgamegeek.com/boardgame/195539/godfather-corleones-empire;2017;0.26859338271441524;2;62.0;39;0;not applicable;67
Mystery Express;https://boardgamegeek.com/boardgame/65907/mystery-express;2010;0.2630157331167918;2;59.5;48;0;not applicable;155
Specter Ops;https://boardgamegeek.com/boardgame/155624/specter-ops;2015;0.26096379924193275;2;64.0;43;0;not applicable;93
New York 1901;https://boardgamegeek.com/boardgame/174660/new-york-1901;2015;0.2561077850108149;2;61.5;55;0;not applicable;90
Founding Fathers;https://boardgamegeek.com/boardgame/37358/founding-fathers;2010;0.2546490596517691;2;64.0;50;0;not applicable;151
Agricola: Farmers of the Moor;https://boardgamegeek.com/boardgameexpansion/43018/agricola-farmers-of-the-moor;2009;0.2518647794985306;2;68.0;47;0;not applicable;158
High Society;https://boardgamegeek.com/boardgame/220/high-society;1995;0.2518647794985306;2;68.0;47;0;not applicable;57
Via Nebula;https://boardgamegeek.com/boardgame/191231/nebula;2016;0.2497922683924913;2;67.0;51;0;not applicable;79
Cargo Noir;https://boardgamegeek.com/boardgame/90305/cargo-noir;2011;0.24815760202604764;2;65.0;63;0;not applicable;144
The Gallerist;https://boardgamegeek.com/boardgame/125153/gallerist;2015;0.24744195615489714;2;73.0;46;0;not applicable;88
Rex: Final Days of an Empire;https://boardgamegeek.com/boardgame/104363/rex-final-days-empire;2012;0.24714027796563537;2;68.5;52;0;not applicable;132
Dominion: Dark Ages;https://boardgamegeek.com/boardgameexpansion/125403/dominion-dark-ages;2012;0.24655231233018537;2;71.0;49;0;not applicable;126
Dungeons & Dragons: Wrath of Ashardalon Board Game;https://boardgamegeek.com/boardgame/66356/dungeons-dragons-wrath-ashardalon-board-game;2011;0.24586499149789456;2;73.5;47;0;not applicable;143
GOSU;https://boardgamegeek.com/boardgame/66587/gosu;2010;0.24530254710737492;2;66.5;65;0;not applicable;149
Thunderstone Advance: Towers of Ruin;https://boardgamegeek.com/boardgame/116998/thunderstone-advance-towers-of-ruin;2012;0.2448564920749928;2;71.0;51;0;not applicable;132
Nuns on the Run;https://boardgamegeek.com/boardgame/65515/nuns-run;2010;0.24041537797771872;2;71.0;58;0;not applicable;154
The Grimm Forest;https://boardgamegeek.com/boardgame/212402/the-grimm-forest;2018;0.23904572186687872;2;70.0;70;0;not applicable;61
Letter Jam;https://boardgamegeek.com/boardgame/275467/letter-jam;2019;0.2382010267528247;2;70.5;70;0;not applicable;40
Imperium: Classics;https://boardgamegeek.com/boardgame/318184/imperium-classics;2021;0.23779935791461362;2;71.0;66;0;not applicable;20
Gears of War: The Board Game;https://boardgamegeek.com/boardgame/42776/gears-of-war-the-board-game;2011;0.2354653559095186;2;73.5;62;0;not applicable;138
Dominion: Hinterlands;https://boardgamegeek.com/boardgameexpansion/104557/dominion-hinterlands;2011;0.23509372002105008;2;72.5;69;0;not applicable;135
Foundations of Rome;https://boardgamegeek.com/boardgame/284189/foundations-of-rome;2022;0.23360048517799573;2;75.0;62;0;not applicable;10
Mercado de Lisboa;https://boardgamegeek.com/boardgame/262477/mercado-de-lisboa;2021;0.2325112010340557;2;74.0;73;0;not applicable;23
Copycat;https://boardgamegeek.com/boardgame/114031/copycat;2012;0.2324093823391365;2;76.0;62;0;not applicable;122
Turing Machine;https://boardgamegeek.com/boardgame/356123/turing-machine;2022;0.23190586923384493;2;74.5;71;0;not applicable;3
Spot it!;https://boardgamegeek.com/boardgame/63268/spot-it;2009;0.23030274446311222;2;76.5;66;0;not applicable;15
Revive;https://boardgamegeek.com/boardgame/332772/revive;2022;0.23003452258984447;2;77.0;65;0;65;not applicable
Marvel Dice Throne;https://boardgamegeek.com/boardgame/348406/marvel-dice-throne;2022;0.22816923235694123;2;78.0;67;0;not applicable;8
Hadrian's Wall;https://boardgamegeek.com/boardgame/304783/hadrians-wall;2021;0.22805103761880877;2;77.0;74;0;not applicable;13
Century: A New World;https://boardgamegeek.com/boardgame/270970/century-a-new-world;2019;0.2278681706959717;2;78.0;68;0;not applicable;43
Age of War;https://boardgamegeek.com/boardgame/155695/age-of-war;2014;0.22761539018744825;2;77.5;72;0;not applicable;102
Similo;https://boardgamegeek.com/boardgame/268620/similo;2019;0.22696007531575413;2;78.0;72;0;not applicable;6
Weather Machine;https://boardgamegeek.com/boardgame/237179/weather-machine;2022;0.22646936655224034;2;78.0;77;0;not applicable;4
Nefarious;https://boardgamegeek.com/boardgame/108044/nefarious;2011;0.22521433675796104;2;80.0;69;0;not applicable;130
Star Trek: Expeditions;https://boardgamegeek.com/boardgame/79131/star-trek-expeditions;2011;0.2243388145255707;2;79.5;78;0;not applicable;141
Founders of Gloomhaven;https://boardgamegeek.com/boardgame/214032/founders-gloomhaven;2018;0.22410674543455383;2;82.0;66;0;not applicable;56
Progress: Evolution of Technology;https://boardgamegeek.com/boardgame/140717/progress-evolution-of-technology;2014;0.22393528274725322;2;80.0;75;0;not applicable;101
Adrenaline;https://boardgamegeek.com/boardgame/202408/adrenaline;2016;0.22317309584460898;2;80.5;76;0;not applicable;75
Dinosaur World;https://boardgamegeek.com/boardgame/317457/dinosaur-world;2021;0.22242580536896603;2;81.0;77;0;not applicable;17
On Tour;https://boardgamegeek.com/boardgame/251412/tour;2019;0.2222222222222222;2;81.0;81;0;not applicable;31
Space Cadets;https://boardgamegeek.com/boardgame/123096/space-cadets;2012;0.2218696308683224;2;82.0;73;0;not applicable;122
Oath: Chronicles of Empire & Exile;https://boardgamegeek.com/boardgame/291572/oath-chronicles-of-empire-and-exile;2021;0.22146984183856117;2;82.0;75;0;not applicable;21
Sea Salt & Paper;https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper;2022;0.2214011075409903;2;83.5;69;0;69;not applicable
The Oracle of Delphi;https://boardgamegeek.com/boardgame/193558/the-oracle-of-delphi;2016;0.22088963461169042;2;84.0;69;0;not applicable;75
Ticket to Ride: Nordic Countries;https://boardgamegeek.com/boardgame/31627/ticket-to-ride-nordic-countries;2007;0.2207402384353511;2;83.5;71;0;not applicable;147
